City,State,Station_Count,Population_Density,EV_Vehicle_Density
Sherman Oaks,CA,17,3759,96
Sherrington,QC,1,3916,200
Sherwood,AB,1,1378,10
Sherwood,AR,1,2623,147
Sherwood,OR,8,1540,145
Sherwood Park,AB,13,1440,163
Shiloh,IL,4,2321,171
Shingle Springs,CA,1,2492,28
Shingletown,CA,1,1461,252
Shinnston,WV,1,691,138
Shippagan,NB,3,626,185
Shippensburg,PA,7,2603,289
Shirley,MA,3,1392,93
Shirley,NY,2,1754,231
Shoreham,VT,1,287,154
Shoreline,WA,16,2858,115
Shoreview,MN,4,628,20
Shorewood,IL,3,533,175
Shorewood Hills,WI,1,3612,205
Short Hills,NJ,4,1904,240
Shortsville,NY,1,402,156
Shoshone,CA,2,4282,247
Show Low,AZ,6,537,22
Shreveport,LA,8,2688,228
Shrewsbury,MA,17,932,266
Shrewsbury,NJ,2,896,11
Shurz,NV,1,659,219
Shuswap,BC,1,3688,234
Sicamous,BC,3,861,203
Sicklerville,NJ,2,3674,205
Sidney,BC,12,3885,269
Sidney,NE,1,2614,66
Sidney,NY,10,784,122
Sidney,OH,3,4333,222
Sierra Madre,CA,1,677,288
Sierra Vista,AZ,11,4905,253
Signal Hill,CA,9,327,126
Signal Mountain,TN,1,2428,96
Sikeston,MO,9,2831,272
Siksika,AB,1,927,122
Siler City,NC,2,530,173
Siloam Springs,AR,2,1163,13
Silsbee,TX,3,1809,127
Silt,CO,1,1334,32
Silver Bay,MN,1,401,242
Silver City,NM,1,1520,99
Silver Cliff,CO,1,4728,264
Silver Creek,NY,1,868,101
Silver Plume,CO,1,1504,164
Silver Point,TN,1,543,124
Silver Sping,MD,1,3204,216
Silver Spring,MD,65,4455,90
Silver Springs,MD,2,3405,112
Silver Springs,NY,1,1638,89
Silverdale,WA,17,4030,112
Silverthorne,CO,13,1431,249
Silverton,CO,2,169,274
Silverton,OH,2,3535,42
Silverton,OR,4,580,44
Silvis,IL,2,4194,258
Simcoe,ON,6,3596,59
Simi Valley,CA,21,2893,289
Simpson,SK,1,2992,251
Simpsonville,KY,1,1298,161
Simpsonville,SC,5,2472,156
Simsbury,CT,13,1992,48
Sinking Spring,PA,2,1983,198
Sioux Center,IA,1,897,34
Sioux City,IA,10,117,253
Sioux Falls,SD,28,143,232
Siren,WI,1,254,239
Sisseton,SD,1,3548,162
Sister Bay,WI,4,4938,297
Sisters,OR,11,4180,117
Skagway,AK,1,1525,42
Skaneateles,NY,1,4420,120
Skaneatles,NY,1,4412,130
Skidegate,BC,2,3739,25
Skillman,NJ,1,4226,236
Skippers,VA,1,1992,20
Skokie,IL,12,997,212
Skowhegan,ME,6,3524,211
Skykomish,WA,1,4640,107
Skyland,NC,1,1358,125
Skytop,PA,1,2115,290
Slaterville Springs,NY,1,4933,241
Slave Lake,AB,4,1802,120
Sleepy Hollow,NY,4,973,21
Slemon Park,PE,2,665,30
Slidell,LA,5,2118,136
Slingerlands,NY,7,1985,294
Slippery Rock,PA,4,2223,130
Slocan,BC,1,4742,133
Smelterville,ID,1,2414,42
Smith Falls,ON,1,4512,179
Smith River,CA,3,3983,86
Smithers,BC,6,3292,72
Smithfield,NC,5,1959,279
Smithfield,RI,6,124,225
Smithfield,VA,1,3603,199
Smiths Creek,MI,1,4355,84
Smiths Falls,ON,3,1237,183
Smiths Grove,KY,1,1289,76
Smithsburg,MD,2,4898,102
Smithton,PA,1,4196,62
Smithtown,NY,7,3257,103
Smithville,MO,3,2467,122
Smithville,ON,2,4577,238
Smithville,TN,2,1841,259
Smoky Lake,AB,4,3788,218
Smyrna,DE,12,3846,191
Smyrna,GA,18,997,276
Smyrna,TN,18,4123,290
Sneads Ferry,NC,1,816,164
Snellville,GA,9,4067,92
Snohomish,WA,7,4121,195
Snoqualmie,WA,3,3315,148
Snoqualmie Pass,WA,2,490,64
Snow Hill,NC,1,3984,28
Snowbird,UT,1,1799,276
Snowflake,AZ,1,3137,151
Snowmass Village,CO,11,332,173
Snowshoe,WV,3,2026,261
Snowville,UT,1,3231,241
Snyder,TX,2,3406,69
Soap Lake,WA,1,2824,31
Social Circle,GA,2,4901,135
Socorro,NM,5,333,112
Soda Springs,CA,5,1491,230
Soda Springs,ID,1,2992,119
Soddy Daisy,TN,1,1355,67
Sodus,NY,1,2638,74
Sodus Point,NY,1,3790,67
Sointula,BC,1,989,167
Solana Beach,CA,37,4787,85
Soldotna,AK,5,845,28
Soledad,CA,9,1819,199
Solomons,MD,2,527,259
Solon,IA,1,831,88
Solon,OH,8,899,93
Solvang,CA,10,4397,181
Solvay,NY,1,935,221
Sombra,ON,1,234,158
Somerdale,NJ,1,2638,19
Somers,NY,1,3818,39
Somers Point,NJ,1,140,289
Somerset,CA,3,3467,64
Somerset,KY,4,2515,136
Somerset,MA,4,2140,189
Somerset,NJ,4,4439,241
Somerset,OH,1,3049,102
Somerset,PA,4,4361,17
Somersville,CT,1,3566,256
Somersworth,NH,5,3188,205
Somerville,MA,58,4923,172
Somerville,NJ,8,1215,49
Somis,CA,1,4678,263
Sonoita,AZ,2,2690,94
Sonoma,CA,19,3673,281
Sonora,CA,9,3078,87
Sonora,KY,1,2547,222
Sooke,BC,10,1330,264
Soquel,CA,1,2766,100
Sorel,QC,3,4954,202
Sorel-Tracy,QC,18,4358,262
Souderton,PA,2,2694,287
Souris,PE,4,3530,152
South Amboy,NJ,6,3017,253
South Barrington,IL,1,3052,221
South Bay,FL,1,2095,204
South Beach,NY,2,3991,279
South Beloit,IL,5,406,28
South Bend,IN,18,1462,49
South Bethany,DE,1,2202,107
South Boston,VA,3,3130,13
South Brook,NL,2,432,42
South Bruce Peninsula,ON,1,2852,174
South Brunswick,NJ,2,342,36
South Brunswick Township,NJ,5,1984,182
South Burlington,VT,37,1532,122
South Charleston,WV,6,2650,104
South Chesterfield,VA,1,402,242
South Deerfield,MA,3,4430,143
South El Monte,CA,4,3209,133
South Elgin,IL,2,2286,125
South Euclid,OH,5,4390,22
South Fork,CO,2,1650,174
South Gate,CA,6,1892,217
South Glens Falls,NY,4,746,94
South Hackensack,NJ,1,4756,257
South Hadley,MA,7,812,65
South Haven,MI,7,4608,181
South Hero,VT,2,637,150
South Hill,VA,1,334,141
South Holland,IL,3,2496,210
South Jordan,UT,15,1604,298
South Kingstown,RI,6,1474,188
South Lake Tahoe,CA,19,4611,38
South Lancaster,ON,1,2009,45
South Miami,FL,7,1015,118
South Nyack,NY,1,4058,155
South Ogden,UT,2,180,285
South Orange,NJ,4,2183,155
South PaDre Island,TX,1,2788,177
South Padre Island,TX,21,1790,266
South Paris,ME,3,856,284
South Pasadena,CA,4,2770,96
South Pasadena,FL,1,3851,163
South Pittsburg,TN,1,3652,294
South Plainfield,NJ,2,567,107
South Portland,ME,16,1594,220
South Riding,VA,3,1119,57
South River,NJ,2,1001,283
South River,ON,1,772,203
South Sacramento,CA,1,538,261
South Saint Paul,MN,4,4322,292
South Salt Lake,UT,11,2176,271
South Salt Lake City,UT,2,544,271
South San Francisco,CA,206,1065,40
South Sioux City,NE,5,3890,114
South Wales,NY,1,563,178
South Wellfleet,MA,1,2298,245
South Windham,CT,1,2387,283
South Windsor,CT,13,3865,239
South Yarmotuh,MA,1,3276,32
South Yarmouth,MA,2,4108,173
SouthField,MI,1,3604,290
Southampton,NJ,1,1012,16
Southampton,NY,11,596,219
Southampton,ON,2,1563,262
Southampton,PA,1,4353,142
Southampton Township,NJ,1,4367,283
Southaven,MS,12,593,115
Southborough,MA,2,1526,241
Southbridge,MA,3,1792,42
Southbury,CT,6,1893,88
Southern Pines,NC,7,2823,44
Southfield,MI,9,758,119
Southgate,MI,5,4861,72
Southington,CT,16,4562,187
Southlake,TX,15,649,241
Southold,NY,4,742,113
Southport,MB,3,4450,44
Southport,NC,3,307,203
Southside,AR,1,2597,183
Southwest Harbor,ME,2,4290,111
Southwest Ranches,FL,1,1983,94
Southwick,MA,1,2986,210
Spangle,WA,1,577,182
Spanish,ON,1,861,38
Spanish Fork,UT,9,289,65
Spanish Fort,AL,2,855,25
Sparkill,NY,2,1546,149
Sparks,MD,2,1763,75
Sparks,NV,22,1935,156
Sparks Glencoe,MD,1,4328,167
Sparrows Point,MD,1,4250,78
Sparta,NC,1,4160,32
Sparta,NJ,3,4705,199
Sparta,TN,1,4865,257
Sparta,WI,2,3712,154
Spartanburg,SC,21,1789,186
Sparwood,BC,2,1416,204
Spearfish,SD,3,4929,22
Speculator,NY,4,3286,175
Speedway,IN,2,4120,159
Spencer,IN,1,4454,54
Spencer,MA,3,1245,183
Spencer,NC,1,4494,176
Spencer,NY,1,660,206
Spencer,OH,4,2012,215
Spencer,TN,2,1964,91
Spencerport,NY,5,396,77
Spencertown,NY,1,2509,106
Spencerville,ON,1,2736,176
Spences Bridge,BC,1,1561,86
Sperryville,VA,1,4392,246
Spiceland,IN,2,2368,205
Spicer,MN,3,1094,145
Spicewood,TX,2,107,45
Spillimacheen,BC,1,2691,257
Spindale,NC,1,2615,263
Spirit Lake,IA,3,4515,223
Spokane,WA,113,1517,261
Spokane Valley,WA,15,2416,79
Spooner,WI,2,4032,243
Spotsylvania Courthouse,VA,1,1387,25
Sprague,WA,3,2944,183
Sprakers,NY,1,1218,196
Spring,TX,33,652,234
Spring Hill,FL,1,760,283
Spring Hill,TN,10,815,21
Spring House,PA,2,3685,228
Spring Lake,MI,3,3861,10
Spring Lake Park,MN,2,2629,120
Spring Valley,CA,2,4070,286
Spring Valley,MN,2,3507,138
Spring Valley,NY,5,1558,102
SpringCity,TN,1,3367,48
Springboro,OH,5,954,168
Springdale,AR,15,4860,195
Springdale,OH,3,3637,265
Springdale,UT,14,1997,248
Springfield,IL,29,372,113
Springfield,KY,1,4187,38
Springfield,MA,68,1372,98
Springfield,MN,2,4474,60
Springfield,MO,54,4119,156
Springfield,NJ,8,915,45
Springfield,OH,4,4471,293
Springfield,OR,10,1022,110
Springfield,PA,2,4837,116
Springfield,TN,3,4700,114
Springfield,VA,28,4967,230
Springfield,VT,4,1364,85
Springfield Township,NJ,1,3824,236
Springs,GA,1,2887,93
Springville,NY,3,2822,85
Springville,UT,2,4323,258
Spruce Grove,AB,6,2650,264
Spruce Head,ME,1,3049,59
Spur,TX,1,1773,219
Sqaumish,BC,2,4687,167
Squamish,BC,17,3192,242
Squatec,QC,2,2938,86
St,WA,1,1766,232
St Albans,WV,1,4611,130
St Albans City,VT,1,2295,116
St Albert,AB,3,1484,250
St Andre,NB,1,4503,37
St Andrews,NB,1,4054,201
St Anthony,ID,1,2999,258
St Augstine,FL,1,160,222
St Augustine,FL,5,4047,30
St Augustine Beach,FL,1,2390,164
St Catharines,ON,7,572,36
St Charles,IL,1,1058,86
St Charles,MO,2,632,66
St Clair Shores,MI,4,593,128
St Cloud,FL,5,181,174
St Cloud,MN,1,3070,73
St Francis,KS,1,111,57
St Francisville,LA,2,4644,159
St George,UT,3,861,167
St Georges,QC,1,3285,165
St Helena,CA,3,125,160
St Helena Island,SC,1,1906,234
St Hubert,QC,1,4257,269
St Ignace,MI,1,4424,265
St Jacques,NB,1,4802,70
St James,MO,1,3759,269
St John's,NL,2,1625,171
St Johns,FL,1,860,40
St Johnsbury,VT,2,694,80
St Joseph,MO,31,1155,11
St Louis,MO,14,1954,59
St Louis Park,MN,3,3183,144
St Mary's,NS,1,4016,155
St Marys,GA,1,3775,188
St Marys,ON,1,2148,273
St Michaels,MD,1,1558,213
St Paul,MN,1,1319,196
St Pete Beach,FL,6,4328,39
St Peters,MO,1,4281,68
St Petersbrug,FL,1,1599,18
St Petersburg,FL,19,1930,176
St Simons Island,GA,2,3495,288
St Thomas,ON,1,1303,200
St peters,MO,1,4370,251
St-Agathe,QC,1,2910,287
St-Albert,ON,1,3192,163
St-Alexandre,QC,3,3144,169
St-Alexandre de Kamouraska,QC,1,4773,274
St-Alexis-des-Monts,QC,2,3614,244
St-Alphonse-Rodriguez,QC,1,1898,208
St-Amable,QC,1,2675,42
St-Andre,QC,1,244,98
St-Anne-des-Monts,QC,2,4957,104
St-Augustin-de-Desmaures,QC,1,4026,230
St-Barthelemy,QC,1,1477,78
St-Basile-le-Grand,QC,3,3246,246
St-Blaise-sur-Richelieu,QC,1,1925,169
St-Bruno,QC,1,893,285
St-Bruno-de-Montarville,QC,3,1701,299
St-Catharines,ON,2,4514,51
St-Charles-Borromee,QC,2,1210,75
St-Charles-sur-Richelieu,QC,1,4153,30
St-Come,QC,2,4893,79
St-Constant,QC,1,4037,270
St-Césaire,QC,1,4063,255
St-Damien de Buckland,QC,1,882,244
St-Etienne-des-Gres,QC,2,1216,281
St-Eugène-De-Ladrière,QC,1,1850,108
St-Eustache,QC,6,2676,44
St-Famille,QC,1,4127,180
St-Faustin-du-lac-Carré,QC,1,3436,119
St-Francois-de-l'Ile-d'Orleans,QC,1,4487,19
St-François-de-Rivière-du-Sud,QC,1,1587,211
St-François-de-la-Rivière-du-Sud,QC,1,3975,266
St-Fulgence,QC,1,3731,271
St-Félicien,QC,4,4292,190
St-Félix D'Otis,QC,1,4058,75
St-Félix de Valois,QC,1,3497,170
St-Félix-de-Valois,QC,4,173,76
St-Gabriel-de-Brandon,QC,1,1459,109
St-Gabriel-de-Valcartier,QC,1,1191,86
St-George-de-Champlain,QC,1,4953,44
St-Georges,MB,1,2041,54
St-Georges,QC,7,3248,159
St-Georges-de-Beauce,QC,1,4403,77
St-Germain de Grantham,QC,1,1344,263
St-Gérard-des-Laurentides,QC,1,1385,26
St-Henedine,QC,1,4605,270
St-Hilarion,QC,2,3136,222
St-Hubert,QC,8,870,265
St-Hyacinthe,QC,8,1943,225
St-Hélène-de-Bagot,QC,1,173,295
St-Isidore,NB,1,1760,16
St-Jacques,QC,1,4449,208
St-Jean-Port-Joli,QC,3,919,100
St-Jean-de-Matha,QC,2,3918,156
St-Jean-de-l'Île-d'Orléans,QC,2,431,159
St-Jean-des-Piles,QC,1,1521,61
St-Jean-sur-Richelieu,QC,10,3755,252
St-Jerome,QC,1,1791,228
St-Joseph de Beauce,QC,1,4650,15
St-Joseph-de-Beauce,QC,2,4508,118
St-Jude,QC,1,327,75
St-Jérôme,QC,11,2981,19
St-Laurent,QC,3,2965,211
St-Liboire,QC,2,2675,291
St-Liguori,QC,1,4622,223
St-Lin-Laurentides,QC,1,564,77
St-Lin-des-Laurentides,QC,1,377,256
St-Louis de Blandford,QC,1,4214,59
St-Luc-de-Vincennes,QC,1,165,26
St-Léonard,QC,2,4362,20
St-Marc-des-Carrières,QC,1,502,133
St-Marcel-de-Richelieu,QC,1,4083,234
St-Marcelline,QC,1,4604,253
St-Marie,QC,2,3578,38
St-Martin de Beauce,QC,1,3544,294
St-Mathieu de Beloeil,QC,1,4792,68
St-Mathieu-de-Rioux,QC,1,4519,152
St-Maxime-du-Mont-Louis,QC,1,3139,235
St-Michel,QC,1,1537,173
St-Michel-de-Bellechasse,QC,1,528,93
St-Narcisse,QC,1,2782,126
St-Nicolas,QC,2,2877,213
St-Pamphile,QC,3,3478,154
St-Pascal,QC,4,492,36
St-Paulin,QC,1,4641,26
St-Petronille,QC,3,441,72
St-Pierre,QC,2,232,276
St-Pierre-de-l'Ile-d'Orléans,QC,1,364,73
St-Prime,QC,1,4288,48
St-Raymond,QC,3,1785,139
St-Remi,QC,1,1534,124
St-Romuald,QC,2,1760,54
St-Rémi,QC,4,3917,225
St-Sauveur,QC,5,2454,97
St-Severe,QC,1,365,186
St-Sébastien,QC,2,4841,274
St-Thecle,QC,1,1236,114
St-Tite,QC,1,4649,180
St-Tite-de-Champlain,QC,1,1490,117
St-Tite-des-Caps,QC,1,1212,170
St-Urbain-Premier,QC,1,2334,292
St-Valentin,QC,1,2966,49
St. Adolphe,MB,1,3168,35
St. Albans,VT,3,2279,92
St. Albans,WV,1,734,182
St. Albert,AB,21,3731,182
St. Andrews,NB,3,1499,291
St. Ansgar,IA,1,4886,79
St. Anthony,NL,3,2839,15
St. Augustine,FL,34,3270,293
St. Augustine Beach,FL,1,1965,204
St. Catharines,ON,53,2055,22
St. Catherine,ON,1,4777,72
St. Catherines,ON,1,2318,22
St. Charles,IL,6,1489,258
St. Charles,MO,4,4979,214
St. Clair Shores,MI,1,3230,262
St. Clairsville,OH,2,4376,49
St. Clements,ON,1,4214,174
St. Cloud,FL,3,1349,40
St. Cloud,MN,7,3266,26
St. Elmo,IL,1,1345,146
St. Felicien,QC,1,153,174
St. George,SC,1,3010,290
St. George,UT,19,2496,232
St. George Island,FL,1,542,131
St. Helena,CA,36,4775,87
St. Helens,OR,5,3711,97
St. Hyacinthe,QC,1,4477,122
St. Ignace,MI,3,2507,109
St. Jacobs,ON,2,922,248
St. James,MO,1,3802,120
St. James,NY,2,3039,99
St. John,NB,6,4836,148
St. John's,NL,29,1131,144
St. Johns,FL,1,2116,21
St. Johns,MI,1,662,253
St. Johns,NL,1,2638,191
St. Johnsbury,VT,1,440,204
St. Joseph,MI,1,4667,131
St. Joseph,MO,5,3875,62
St. LOUIS,MO,1,2396,182
St. Leonard,NB,1,334,188
St. Lititz,PA,1,1216,68
St. Louis,MO,123,2008,63
St. Louis Park,MN,24,1517,266
St. Malo,MB,1,1391,254
St. Mary's,GA,1,3588,158
St. Mary's,KS,1,4827,293
St. Mary's,ON,2,3754,25
St. Marys,NL,2,628,185
St. Marys,OH,1,3424,37
St. Marys,ON,3,2080,138
St. Marys,PA,1,3039,232
St. Marys City,MD,1,1429,253
St. Meinrad,IN,1,1333,247
St. Michaels,MD,3,1853,241
St. Paul,AB,1,2900,101
St. Paul,MN,21,3033,12
St. Pete Beach,FL,2,2859,90
St. Peter,MN,1,2875,53
St. Peter's,NS,1,3587,164
St. Peters,MO,19,3950,33
St. Petersburg,FL,36,2627,108
St. Quentin,NB,1,990,180
St. Regis,MT,1,2165,157
St. Robert,MO,2,1288,132
St. Simons Island,GA,2,4397,121
St. Stephen,NB,4,840,139
St. Thomas,ON,17,1469,77
St. Williams,ON,1,1489,226
St.-Adelphe,QC,2,2100,105
St.-Alexis-des-Monts,QC,2,1571,154
St.-Alphonse-de-Granby,QC,1,1636,42
St.-Ambroise,QC,1,418,295
St.AndrÃ©,NB,1,2364,14
St.Anthonys,NL,1,1994,127
St.Paul,MN,2,3811,149
Staatsburg,NY,4,4919,239
Stafford,TX,12,2922,169
Stafford,VA,7,4608,258
Stafford Courthouse,VA,1,1375,282
Stafford Springs,CT,4,3183,195
Stafford Township,NJ,11,500,49
Stamford,CT,46,823,233
Standish,ME,2,2429,161
Stanford,CA,54,1235,149
Stanford,KY,1,2870,137
Stanhope,NJ,3,4946,156
Stanley,NY,1,367,294
Stanley,VA,1,669,227
Stanleytown,VA,1,2656,229
Stanstead,QC,4,2073,154
Stanton,CA,8,645,286
Stanwood,MI,1,2922,251
Stanwood,WA,2,4560,69
Staples,MN,1,4742,107
Star,NC,1,370,190
Starke,FL,1,838,123
Starksboro,VT,1,1357,112
Starkville,MS,11,158,66
State College,PA,19,4281,294
Stateline,NV,5,4958,138
Staten Island,NY,33,489,95
Statesboro,GA,7,818,209
Statesville,NC,12,4344,80
Staunton,VA,11,4778,107
Stauton,VA,1,220,185
Stayner,ON,1,2752,242
Ste Catharines,ON,1,2403,84
Ste-Adèle,QC,2,4961,152
Ste-Agathe,QC,1,3011,32
Ste-Agathe-des-Monts,QC,2,899,190
Ste-Anne-des-Lacs,QC,1,3480,54
Ste-Anne-des-Monts,QC,3,2206,101
Ste-Brigitte-de-Laval,QC,1,1209,278
Ste-Catherine-de-Hatley,QC,1,1350,43
Ste-Catherine-de-la-J.-Cartier,QC,1,2740,175
Ste-Catherine-de-la-Jacques-Cartier,QC,2,1749,79
Ste-Flavie,QC,1,1445,205
Ste-Foy,QC,3,3056,142
Ste-Genevieve de Batiscan,QC,1,2546,256
Ste-Julie,QC,3,3464,177
Ste-Julienne,QC,1,584,286
Ste-Marie-De-Beauce,QC,1,902,165
Ste-Marie-de-Beauce,QC,1,1815,32
Ste-Marthe,QC,1,2015,209
Ste-Thérèse,QC,7,3583,284
Ste. Agathe,MB,2,1857,59
Ste. Genevieve,MO,1,1909,195
Steady Brook,NL,2,3107,29
Steamboat Springs,CO,29,3325,125
Stebbins,AK,1,3595,101
Steele,AL,1,2420,62
Steilacoom,WA,1,1770,132
Steinbach,MB,6,4715,274
Stellarton,NS,2,1251,13
Stennis Space Center,MS,1,4847,178
Stephens City,VA,2,2323,290
Stephenville,NL,2,2767,299
Stephenville,TX,4,310,82
Sterling,AK,1,2594,146
Sterling,CO,4,4781,265
Sterling,CT,2,4362,150
Sterling,KS,2,2607,217
Sterling,MA,11,3063,269
Sterling,NY,2,3528,272
Sterling,VA,71,3475,280
Sterling Heights,MI,9,4055,47
Stettler,AB,1,3805,212
Steubenville,OH,1,3505,233
Stevens Point,WI,7,4138,61
Stevenson,MD,1,1152,90
Stevenson,WA,3,813,220
Stevenson Ranch,CA,1,2988,16
Stevensville,MD,1,787,54
Stevensville,MI,2,429,286
Stewart,BC,2,1846,268
Stewart Crossing,YT,2,1307,151
Stewartville,MN,3,2242,267
Stewiacke,NS,1,884,294
Stigler,OK,1,2796,46
Stikine Region,BC,1,3920,54
Stillwater,MN,1,3818,129
Stillwater,NY,1,2793,55
Stillwater,OK,9,725,149
Stillwell,OK,1,4334,62
Stilwell,OK,1,3808,297
Stinson Beach,CA,2,861,283
Stirling,AB,6,4079,278
Stittsville,NS,1,3629,288
Stittsville,ON,1,1655,71
Stockbridge,GA,8,3733,63
Stockbridge,MA,4,775,78
Stockton,CA,57,4287,251
Stockton,MO,1,136,279
Stockton,NJ,2,3936,261
Stoke,QC,1,1887,293
Stone Harbor,NJ,1,2827,80
Stone Mountain,GA,7,3980,109
Stone Ridge,NY,4,1994,70
Stonecrest,GA,6,236,112
Stoneham,MA,9,3176,128
Stoneham et Tewkesbury,QC,1,3983,26
Stoneham-et-Tewkesbury,QC,4,761,200
Stoneham-et-Tewksbury,QC,1,1910,221
Stonewall,MB,5,514,87
Stonewall,TX,4,442,55
Stoney Creek,ON,5,2829,102
Stonington,CT,2,3550,22
Stonington,ME,1,3765,237
Stony Brook,NY,13,3837,26
Stony Creek,VA,2,3997,71
Stony Mountain,MB,1,4341,52
Stony Plain,AB,1,4518,77
Stony Point,NY,2,2269,221
Storm Lake,IA,1,1978,212
Stornoway,QC,1,4070,223
Storrs,CT,23,4796,118
Story City,IA,1,4670,293
Stouffville,ON,2,2717,103
Stoughton,MA,14,1615,234
Stoughton,WI,4,674,234
Stover,MO,1,4542,248
Stow,MA,2,2967,127
Stow,OH,6,3644,100
Stowe,VT,21,4577,298
Strafford,PA,1,171,290
Strasbourg,SK,1,2668,28
Strasburg,PA,1,3537,184
Strasburg,VA,2,3080,115
Stratford,CT,10,1217,298
Stratford,NJ,2,2486,257
Stratford,ON,27,3608,151
Stratford,PE,3,1459,202
Stratford,QC,1,4859,217
Stratham,NH,3,1615,257
Strathmore,AB,6,139,151
Strathroy,ON,16,1482,231
Stratton,CO,1,2130,234
Stratton,VT,6,2721,193
Strawberry Point,IA,1,2000,197
Streamsong,FL,1,2317,122
Streetsboro,OH,5,4896,190
Stromsburg,NE,1,4706,208
Strong,ON,1,1383,79
Strongsville,OH,6,683,95
Strongville,OH,1,558,48
Stroud,OK,3,2365,140
Stroudsburg,PA,8,2766,19
Stuart,FL,13,915,12
Stuart,IA,2,2611,159
Stuarts Draft,VA,1,346,76
Studio City,CA,7,4925,202
Sturbridge,MA,8,516,106
Sturgeon Bay,WI,8,4563,28
Sturgeon County,AB,1,3817,107
Sturgeon Falls,ON,2,207,66
Sturgeon Lake,MN,1,2731,116
Sturgis,MI,2,938,97
Sturtevant,WI,1,4613,150
Sublimity,OR,1,1521,153
Sudbury,MA,8,4878,61
Sudbury,ON,12,4012,221
Suffern,NY,6,355,50
Suffield,CT,2,2927,100
Suffolk,VA,6,937,48
Sugar Bunker,NV,1,3062,22
Sugar Grove,NC,1,2382,105
Sugar Hill,GA,1,652,118
Sugar Hill,NH,1,280,113
Sugar Land,TX,19,4352,240
Sugar Mountain,NC,1,1577,52
Sugarland,TX,1,670,218
Suisun City,CA,7,1827,97
Suitland,MD,5,691,102
Sullivan,MO,6,4616,183
Sulphur,LA,2,2360,135
Sulphur Springs,TX,2,3047,118
Sultan,WA,2,447,56
Summerdale,PA,1,265,223
Summerland,BC,17,4543,101
Summerlin South,NV,6,2996,190
Summerside,PE,39,4593,50
Summersville,WV,2,682,268
Summerton,SC,1,3606,130
Summerville,GA,2,4503,86
Summerville,SC,22,3138,104
Summit,IL,1,2945,278
Summit,NJ,6,2866,27
Summit Park,UT,5,4294,180
Summit Point,WV,1,1365,171
Sumner,WA,4,4353,61
Sumter,SC,17,4749,45
Sun City,AZ,1,4846,196
Sun City Center,FL,2,3067,257
Sun Peaks,BC,1,2374,61
Sun Prairie,WI,8,2570,28
Sun Valley,CA,4,2390,101
Sun Valley,ID,2,2677,148
Sun Village,CA,1,3760,229
Sunbury,OH,4,1168,108
Sundance,WY,1,2836,245
Sunderland,VT,1,4929,216
Sundridge,ON,2,2050,153
Sunland Park,NM,2,191,208
Sunny Isles Beach,FL,18,3193,296
Sunnyside,WA,2,2319,273
Sunnyvale,CA,200,1487,226
Sunnyvale,TX,1,4374,198
Sunol,CA,1,2385,53
Sunrise,FL,18,3306,198
Sunriver,OR,2,3024,203
Sunset,SC,1,379,279
Sunset Beach,NC,1,1718,269
Sunset Park,NY,1,2887,248
Sunset Valley,TX,2,470,121
Superior,AZ,1,3283,78
Superior,CO,9,3934,58
Superior,MT,2,1803,160
Suquamish,WA,1,2368,248
Surf City,NC,2,403,124
Surfside,FL,3,3874,84
Surfside Beach,SC,2,1448,107
Surprise,AZ,18,2522,120
Surrey,BC,132,3728,294
Surry,ME,1,2528,265
Susanville,CA,5,3133,126
Susquehanna Twp,PA,1,768,185
Sussex,NB,4,599,237
Sussex,NJ,3,1514,115
Sutherlin,OR,3,629,248
Sutter Creek,CA,4,3721,109
Sutton,MA,2,3556,185
Sutton,QC,10,854,258
Sutton,WV,3,2447,85
Suttons Bay,MI,2,826,12
Suwanee,GA,7,4926,90
Swainsboro,GA,2,2749,297
Swampscott,MA,9,2146,17
Swan River,MB,2,2915,96
Swans Island,ME,1,974,295
Swansboro,NC,1,3379,83
Swansea,IL,1,3084,132
Swansea,MA,3,2278,152
Swanton,VT,1,3907,167
Swanzey,NH,4,707,118
Swarthmore,PA,3,734,204
Swartz Creek,MI,1,4679,45
Swedesboro,NJ,1,2827,99
Sweeny,TX,1,1174,210
Sweet Home,OR,1,2014,55
Sweet Springs,MO,3,688,116
Sweetwater,FL,1,3331,179
Sweetwater,TN,3,2404,155
Sweetwater,TX,2,3938,187
Swift Current,SK,11,2073,70
Swift River,YT,1,2155,12
Sycamore,IL,1,3580,91
Sydney,NS,5,2179,272
Sykesville,MD,1,3152,296
Sylacauga,AL,4,4582,104
Sylmar,CA,5,1351,73
Sylva,NC,4,3895,255
Sylvan Lake,AB,3,3922,86
Sylvan Lake,MI,1,4402,268
Sylvania,OH,5,3489,102
Sylvester,GA,1,1880,280
Syosset,NY,3,2704,30
Syracuse,NE,2,3788,71
Syracuse,NY,89,4988,269
TANNERSVILLE,NY,1,1824,246
TAVISTOCK,ON,1,2884,150
TEMPE,AZ,1,3819,176
TOMBALL,TX,1,1777,76
TOMS RIVER,NJ,1,548,67
TORONTO,ON,1,4787,221
TOTOWA,NJ,1,181,139
TREVOSE,PA,1,1506,34
TROY,OH,1,1580,20
TUCSON,AZ,1,1179,266
TYLER,TX,1,3698,90
Taber,AB,6,4614,295
Tabernash,CO,1,4283,28
Taché,MB,1,3780,119
Tacna,AZ,1,2803,43
Tacoma,WA,112,4410,297
Tadoussac,QC,3,3856,264
Taft,CA,2,1858,135
